tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,Adult,Animation,Fantasy,GameShow,History,Music,Musical,News,RealityTV,SciFi,Short,Sport,TalkShow,War,Western,averageRating,numVotes,budget,revenue,isTopActor,isTopDirector,yearsSinceProduced
tt0283426,The Jungle Book 2,The Jungle Book 2,0,2003,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,15883.0,20000000,135680000,1,0,18
tt0283503,Brooklyn Rules,Brooklyn Rules,0,2007,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,5696.0,8000000,458232,0,0,14
tt0283900,The Spanish Apartment,L'auberge espagnole,0,2002,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,40471.0,5300000,3897799,0,0,19
tt0284034,Demonlover,Demonlover,0,2002,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,5306.0,7900000,231800,0,0,19
tt0284235,Killer,Do sou,0,2000,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,70.0,66000000,57777106,0,0,21
tt0284323,No Problem 2,Mou man tai 2,0,2002,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,82.0,10000000,72000000,0,0,19
tt0284342,Nebraska,Nebraska,0,2001,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,22.0,12000000,27682872,0,0,20
tt0284451,Sally,Sally,0,2000,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,221.0,16000000,92823546,0,0,21
tt0284490,Showtime,Showtime,0,2002,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,62058.0,85000000,77741732,1,0,19
tt0284492,Sisters,Syostry,0,2001,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,3454.0,30000000,105011053,0,0,20
tt0284534,Swingers,Swingers,0,2002,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,1191.0,200000,4505922,0,0,19
tt0284837,Ali G Indahouse,Ali G Indahouse,0,2002,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,88988.0,7000000,25900000,0,0,19
tt0284929,Ted Bundy,Ted Bundy,0,2002,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,7549.0,1200000,68716,0,0,19
tt0285441,Atanarjuat: The Fast Runner,Atanarjuat,0,2001,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,6528.0,1934000,3786801,0,0,20
tt0285462,Boat Trip,Boat Trip,0,2002,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,31027.0,20000000,8586376,0,0,19
tt0285563,The Hidden,Five Years,0,2002,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,89.0,129000000,517526875,0,0,19
tt0285742,Monster's Ball,Monster's Ball,0,2001,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,86934.0,4000000,44909486,0,0,20
tt0285823,Once Upon a Time in Mexico,Once Upon a Time in Mexico,0,2003,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,158196.0,29000000,98185582,1,1,18
tt0285861,Owning Mahowny,Owning Mahowny,0,2003,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,13214.0,10000000,1271244,1,0,18
tt0285869,Pandora's Box,Pandora's Box,0,2002,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,702.0,800000,833779,0,0,19
tt0286106,Signs,Signs,0,2002,106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.7,350491.0,72000000,408247917,1,1,19
tt0286108,Silence,Silence,0,2002,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,265.0,20000000,22217407,0,0,19
tt0286112,Shaolin Soccer,Siu Lam juk kau,0,2001,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,77721.0,10000005,42776760,0,0,20
tt0286162,Stolen Summer,Stolen Summer,0,2002,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,2813.0,1800000,163348,1,0,19
tt0286244,The Triplets of Belleville,Les triplettes de Belleville,0,2003,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,53382.0,9500000,14776760,0,0,18
tt0286499,Bend It Like Beckham,Bend It Like Beckham,0,2002,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,107739.0,3500159,76578641,0,0,19
tt0286716,Hulk,Hulk,0,2003,138,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.6,260194.0,137000000,245360480,0,1,18
tt0286751,Pulse,Kairo,0,2001,119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.6,19033.0,38000000,29907685,0,0,20
tt0286788,What a Girl Wants,What a Girl Wants,0,2003,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,61830.0,20000000,50732139,1,0,18
tt0286917,Requiem,Requiem,0,2001,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,481.0,40000000,130290885,0,0,20
tt0287059,Twelve,Twelve,0,2001,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.7,43.0,110000000,362744280,0,0,20
tt0287717,Spy Kids 2: Island of Lost Dreams,Spy Kids 2: Island of Lost Dreams,0,2002,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,65188.0,38000000,119723358,0,1,19
tt0287978,Daredevil,Daredevil,0,2003,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,213656.0,78000000,179179718,0,0,18
tt0288477,Ghost Ship,Ghost Ship,0,2002,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,98106.0,35000000,68349884,0,1,19
tt0289043,28 Days Later...,28 Days Later...,0,2002,113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.6,395752.0,5000000,85720385,0,1,19
tt0289408,The Powerpuff Girls Movie,The Powerpuff Girls Movie,0,2002,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,9715.0,10000000,11411644,0,0,19
tt0289635,Young Adam,Young Adam,0,2003,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,13765.0,6400000,2500000,0,0,18
tt0289765,Red Dragon,Red Dragon,0,2002,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,263531.0,78000000,209196298,1,0,19
tt0289768,Ritual,Ritual,0,2001,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,48.0,10000000,1785977,0,0,20
tt0289848,Analyze That,Analyze That,0,2002,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,84312.0,60000000,55003135,1,1,19
tt0289879,The Butterfly Effect,The Butterfly Effect,0,2004,113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.6,469527.0,13000000,96060858,0,0,17
tt0289992,The Life of David Gale,The Life of David Gale,0,2003,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,116708.0,50000000,38955598,1,1,18
tt0290002,Meet the Fockers,Meet the Fockers,0,2004,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,262450.0,80000000,516642939,1,1,17
tt0290086,Temptation,Temptation,0,2003,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,101.0,7000000,8373585,0,0,18
tt0290095,The Tuxedo,The Tuxedo,0,2002,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4,82238.0,60000000,104391623,0,0,19
tt0290145,Blue Car,Blue Car,0,2002,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,3510.0,1000000,464000,0,0,19
tt0290210,Max,Max,0,2002,106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.5,8487.0,20000000,43967255,0,0,19
tt0290212,Full Frontal,Full Frontal,0,2002,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,10982.0,2000000,2506446,0,1,19
tt0290298,Strangers,Strangers,0,2000,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,36.0,9000000,82391145,0,0,21
tt0290332,The Wash,The Wash,0,2001,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,7004.0,7000000,10229331,0,0,20
tt0290334,X2: X-Men United,X2,0,2003,134,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.4,530081.0,110000000,407711549,1,1,18
tt0290747,Man-Thing,Man-Thing,0,2005,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,6331.0,5000000,1123136,0,0,16
tt0291001,7 Songs,7 Songs,0,2003,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,32.0,1000000,1574623,0,0,18
tt0291502,Swept Away,Swept Away,0,2002,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,16507.0,10000000,598645,0,1,19
tt0291530,Larger Than Life,Tuhog,0,2001,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,107.0,30000000,8315693,0,0,20
tt0292346,The Waking,The Waking,0,2001,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,213.0,8500000,327418,0,0,20
tt0292490,Dil Chahta Hai,Dil Chahta Hai,0,2001,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,70019.0,2079000,4099000,0,0,20
tt0292502,Endgame,Endgame,0,2001,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,470.0,356000000,2797800564,0,0,20
tt0292506,The Recruit,The Recruit,0,2003,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,132960.0,46000000,101191884,1,0,18
tt0292610,No Good Deed,No Good Deed,0,2002,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,7319.0,13200000,53830415,1,0,19
tt0292963,Before the Devil Knows You're Dead,Before the Devil Knows You're Dead,0,2007,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,101007.0,18000000,25005257,1,1,14
tt0293056,Cult,Cult,0,2000,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,17.0,6500000,2200000,0,0,21
tt0293146,Face,Face,0,2002,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,335.0,80000000,245676146,0,0,19
tt0293359,Los,Los,0,2001,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,173.0,70000000,211819354,0,0,20
tt0293416,Metropolis,Metoroporisu,0,2001,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,20985.0,1300000,650422,0,1,20
tt0293435,Murder by Numbers,Murder by Numbers,0,2004,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,119.0,50000000,56714147,0,0,17
tt0293508,The Phantom of the Opera,The Phantom of the Opera,0,2004,143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.2,119725.0,70000000,154648887,0,0,17
tt0293564,Rush Hour 3,Rush Hour 3,0,2007,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,160780.0,140000000,258022233,0,0,14
tt0293662,The Transporter,The Transporter,0,2002,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,294499.0,21000000,43928932,0,1,19
tt0293815,Friday After Next,Friday After Next,0,2002,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,26818.0,20000000,33526835,0,0,19
tt0293832,Hansel & Gretel,Hansel & Gretel,0,2002,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1369.0,50000000,226349749,0,0,19
tt0294252,2009: Lost Memories,2009 loseuteu maemorijeu,0,2002,136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,3327.0,7000000,12049825,0,0,19
tt0294870,Rent,Rent,0,2005,135,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.9,50404.0,40000000,31670620,1,0,16
tt0295178,Austin Powers in Goldmember,Austin Powers in Goldmember,0,2002,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,203052.0,63000000,296655431,0,1,19
tt0295254,Feardotcom,Feardotcom,0,2002,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,21137.0,40000000,18902015,0,0,19
tt0295289,A Guy Thing,A Guy Thing,0,2003,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,17155.0,20000000,17432163,0,0,18
tt0295297,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,0,2002,161,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.4,587844.0,100000000,876688482,0,0,19
tt0295427,The Master of Disguise,The Master of Disguise,0,2002,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,24535.0,16000000,43411001,0,0,19
tt0295538,Promised Land,Promised Land,0,2002,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,268.0,15000000,8138788,0,0,19
tt0295581,Savages,Salvajes,0,2001,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,158.0,45000000,82966152,0,0,20
tt0295721,Taxi 3,Taxi 3,0,2003,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,41703.0,14500000,65497208,0,1,18
tt0295743,Friday Night,Vendredi soir,0,2002,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,1951.0,30000000,61255921,0,0,19
tt0296166,Real Women Have Curves,Real Women Have Curves,0,2002,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,7369.0,3000000,7700000,0,0,19
tt0296572,The Chronicles of Riddick,The Chronicles of Riddick,0,2004,119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.7,221398.0,105000000,115772733,0,0,17
tt0296574,Company,Company,0,2002,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,15116.0,70000000,65977295,0,0,19
tt0297037,Brown Sugar,Brown Sugar,0,2002,109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.6,9128.0,8000000,27362712,0,0,19
tt0297144,Ghosts of the Abyss,Ghosts of the Abyss,0,2003,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,5296.0,13000000,17040871,0,1,18
tt0297162,Half Past Dead,Half Past Dead,0,2002,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,15349.0,25000000,19233280,0,0,19
tt0297181,I Spy,I Spy,0,2002,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,50709.0,70000000,51386477,0,0,19
tt0297213,The Rage,Furia,0,2002,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,1103.0,21000000,17762705,0,0,19
tt0297247,Labyrinth,Lavirint,0,2002,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,2103.0,25000000,12729917,0,0,19
tt0297284,Mindhunters,Mindhunters,0,2004,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,59683.0,27000000,21148829,0,0,17
tt0297741,Argo,Argo,0,2004,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,3753.0,44500000,232325503,0,0,17
tt0297884,Far from Heaven,Far from Heaven,0,2002,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,45602.0,13500000,29027914,0,0,19
tt0297928,The Treatment,Gua sha,0,2001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,300.0,900000,82701,0,0,20
tt0298130,The Ring,The Ring,0,2002,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,335676.0,48000000,249348933,0,1,19
tt0298144,The Secret,The Secret,0,2001,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,28.0,81000000,414351546,0,0,20
tt0298148,Shrek 2,Shrek 2,0,2004,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,439451.0,150000000,928760770,0,0,17
tt0298203,8 Mile,8 Mile,0,2002,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.1,268080.0,41000000,242875078,0,1,19
tt0298228,Whale Rider,Whale Rider,0,2002,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,41871.0,8000000,41400000,0,0,19
tt0298491,The Invisible,Den osynlige,0,2002,101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.4,3118.0,7000000,130234661,0,0,19
tt0298504,Undertaking Betty,Plots with a View,0,2002,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,4890.0,8000000,1868949,1,0,19
tt0298744,Auto Focus,Auto Focus,0,2002,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,13726.0,7000000,2062066,0,0,19
tt0298814,The Core,The Core,0,2003,135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.5,96817.0,60000000,74208267,0,0,18
tt0299172,Home on the Range,Home on the Range,0,2004,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,22033.0,110000000,103951461,0,0,17
tt0299458,All the Real Girls,All the Real Girls,0,2003,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,10599.0,2500000,548712,0,0,18
tt0299547,Black and White,Black and White,0,2002,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,730.0,10000000,5241315,0,0,19
tt0299658,Chicago,Chicago,0,2002,113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.2,223202.0,45000000,306776732,0,0,19
tt0299930,Gigli,Gigli,0,2003,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,48240.0,54000000,7266209,0,0,18
tt0299977,Hero,Ying xiong,0,2002,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,178199.0,165000000,657827828,0,0,19
tt0300051,Jersey Girl,Jersey Girl,0,2004,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,65027.0,35000000,35492921,0,1,17
tt0300140,Lilya 4-Ever,Lilja 4-ever,0,2002,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,44486.0,4600000,1007747,0,0,19
tt0300471,Shanghai Knights,Shanghai Knights,0,2003,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,103720.0,50000000,88323487,0,0,18
tt0300532,Blue Crush,Blue Crush,0,2002,104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.7,30958.0,25000000,51842679,0,0,19
tt0300556,Timeline,Timeline,0,2003,116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.7,62118.0,80000000,43935763,0,1,18
tt0301357,Good Bye Lenin!,Good Bye Lenin!,0,2003,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,142463.0,4800000,79384880,0,0,18
tt0301470,Jeepers Creepers 2,Jeepers Creepers 2,0,2003,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,62366.0,17000000,63102666,0,0,18
tt0301527,Playing with Fire,Laro sa baga,0,2000,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,46.0,29900000,44400000,0,0,21
tt0301727,Winged Migration,Le peuple migrateur,0,2001,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,11811.0,35866397,20217080,0,0,20
tt0301978,Ten,Dah,0,2002,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7515.0,150000000,430238384,0,0,19
tt0302886,Old School,Old School,0,2003,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,223715.0,24000000,87135520,0,0,18
tt0303021,Second Name,El segundo nombre,0,2002,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1234.0,2500000,1044665,0,0,19
tt0303353,The Kid Stays in the Picture,The Kid Stays in the Picture,0,2002,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,7268.0,40000,1434436,0,0,19
tt0303361,May,May,0,2002,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,36039.0,500000,150277,0,0,19
tt0303714,Barbershop,Barbershop,0,2002,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,30671.0,12000000,77063924,0,0,19
tt0303858,The Collector,Le collectionneur,0,2002,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,618.0,3400000,114000000,0,0,19
tt0303933,Drumline,Drumline,0,2002,118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.9,34168.0,20000000,57588485,0,0,19
tt0304091,Suicide,"Glowing, Growing",0,2001,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,25.0,180000000,167381210,0,0,20
tt0304141,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,0,2004,142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.9,585996.0,130000000,789804554,0,1,17
tt0304229,Japanese Story,Japanese Story,0,2003,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,6432.0,5740000,4098613,0,0,18
tt0304328,Levity,Levity,0,2003,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,6416.0,7500000,209151,1,0,18
tt0304669,The Santa Clause 2,The Santa Clause 2,0,2002,104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.7,53397.0,65000000,172842355,0,0,19
tt0304711,The Order,The Order,0,2003,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,17409.0,150000000,938212738,1,0,18
tt0305224,Anger Management,Anger Management,0,2003,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,209816.0,75000000,195745823,1,0,18
tt0305357,Charlie's Angels: Full Throttle,Charlie's Angels: Full Throttle,0,2003,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,125417.0,120000000,259175788,0,0,18
tt0305669,Bringing Down the House,Bringing Down the House,0,2003,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,36014.0,20000000,132675402,0,0,18
tt0305711,Just Married,Just Married,0,2003,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,69696.0,18000000,101564935,0,0,18
tt0306047,Scary Movie 3,Scary Movie 3,0,2003,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,143061.0,48000000,220673217,0,1,18
tt0306188,Chances Are,Vat Doi Sao Doi,0,2001,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,42.0,16000000,16300000,0,0,20
tt0306230,Whiplash,Whiplash,0,2002,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,25.0,3300000,13092000,0,0,19
tt0306685,Cradle 2 the Grave,Cradle 2 the Grave,0,2003,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,44140.0,25000000,56489558,0,0,18
tt0306841,The Lizzie McGuire Movie,The Lizzie McGuire Movie,0,2003,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,38588.0,17000000,55534455,0,0,18
tt0307453,Shark Tale,Shark Tale,0,2004,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,175248.0,75000000,367275019,1,0,17
tt0307479,Solaris,Solaris,0,2002,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,81088.0,47000000,30002758,0,1,19
tt0307538,Swing,Swing,0,2002,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.2,1022.0,21000000,17600000,0,0,19
tt0307901,25th Hour,25th Hour,0,2002,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,175283.0,5000000,24000000,1,1,19
tt0307987,Bad Santa,Bad Santa,0,2003,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,138547.0,23000000,76488889,0,0,18
tt0308208,Ballistic: Ecks vs. Sever,Ballistic: Ecks vs. Sever,0,2002,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,19849.0,70000000,19924033,0,0,19
tt0308353,Happily N'Ever After,Happily N'Ever After,0,2006,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,10548.0,47000000,38085778,0,0,15
tt0308379,Dark Water,Honogurai mizu no soko kara,0,2002,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,31533.0,30000000,49483352,0,0,19
tt0308644,Finding Neverland,Finding Neverland,0,2004,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,202911.0,25000000,116766556,1,0,17
tt0308772,Pure,Pure,0,2002,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,2640.0,17010000,24941969,0,0,19
tt0308977,Thelma,Thelma,0,2001,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,46.0,16000000,45361000,0,0,20
tt0309377,Blood Work,Blood Work,0,2002,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,44005.0,50000000,31794718,1,1,19
tt0309390,Bridget,Bridget,0,2002,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,291.0,25000000,281929795,0,0,19
tt0309530,Down with Love,Down with Love,0,2003,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,40755.0,35000000,20298207,0,0,18
tt0309593,Final Destination 2,Final Destination 2,0,2003,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,160079.0,26000000,90941129,0,0,18
tt0309698,Identity,Identity,0,2003,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,237159.0,35000000,173965010,0,0,18
tt0309820,Luther,Luther,0,2003,123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.6,15159.0,30000000,29413900,0,0,18
tt0309987,The Dreamers,The Dreamers,0,2003,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,116930.0,15000000,15121165,0,1,18
tt0310281,A Mighty Wind,A Mighty Wind,0,2003,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.2,27298.0,6000000,18750246,0,1,18
tt0310357,Willard,Willard,0,2003,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,19299.0,22000000,8564586,0,0,18
tt0310775,Sympathy for Mr. Vengeance,Boksuneun naui geot,0,2002,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,66222.0,4000000,1954937,0,0,19
tt0310790,The Living Forest,El bosque animado,0,2001,83,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.3,595.0,3747230,1951816,0,0,20
tt0310793,Bowling for Columbine,Bowling for Columbine,0,2002,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,142533.0,4000000,35564473,1,1,19
tt0310910,Confidence,Confidence,0,2003,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,33930.0,15000000,23014206,1,0,18
tt0311113,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,0,2003,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,212766.0,150000000,212011111,1,1,18
tt0311356,War and Peace,Jang Aur Aman,0,2002,172,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0,134.0,6000000,12500000,0,0,19
tt0311429,The League of Extraordinary Gentlemen,The League of Extraordinary Gentlemen,0,2003,110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.8,172787.0,78000000,179265204,1,0,18
tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit,The Curse of the Were-Rabbit,0,2005,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,130817.0,30000000,192610372,1,0,16
