tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,Adult,Animation,Fantasy,GameShow,History,Music,Musical,News,RealityTV,SciFi,Short,Sport,TalkShow,War,Western,averageRating,numVotes,budget,revenue,isTopActor,isTopDirector,yearsSinceProduced
tt2231489,Saint Seiya: Legend of Sanctuary,Seinto Seiya: Legend of Sanctuary,0,2014,93,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.4,4325.0,23000000,17150803,0,0,7
tt2231505,7 Sea Pirates,"Selkirk, el verdadero Robinson Crusoe",0,2012,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,193.0,1250000,582094,0,0,9
tt2234155,The Internship,The Internship,0,2013,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,198026.0,58000000,44000000,0,0,8
tt2234429,Sparks,Sparks,0,2013,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4,11046.0,8000000,9128263,0,0,8
tt2235428,Bravehearts,Til ungdommen,0,2012,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,297.0,72000000,213216216,0,0,9
tt2235779,The Quiet Ones,The Quiet Ones,0,2014,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,20085.0,200000,17834867,0,0,7
tt2237448,Hunter,Hunter,0,2013,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,264.0,60000000,25814306,0,0,8
tt2239832,Think Like a Man Too,Think Like a Man Too,0,2014,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,20524.0,24000000,70181428,0,0,7
tt2241035,The Color Purple,Be Range Arghavan,0,2010,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,1697.0,15000000,146292000,0,0,11
tt2241355,Into Oblivion,Mrtvá trat,0,2011,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.7,10.0,185000000,343471816,0,0,10
tt2243389,I'm So Excited!,Los amantes pasajeros,0,2013,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.6,23095.0,5000000,11724119,0,1,8
tt2243537,A Haunted House,A Haunted House,0,2013,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,45658.0,2500000,60141683,0,0,8
tt2244890,Secrets of the Sisterhood,Secrets of the Sisterhood,0,2005,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,9.0,27000000,73839240,0,0,16
tt2245084,Big Hero 6,Big Hero 6,0,2014,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,433047.0,165000000,657827828,0,0,7
tt2245151,Supremacy,Supremacy,0,2014,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,4608.0,75000000,288500217,0,0,7
tt2245171,The Cut,The Cut,0,2014,138,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0,7525.0,12000000,23726793,0,0,7
tt2245804,Into the Blue,Ins Blaue,0,2012,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,65.0,50000000,44434439,0,0,9
tt2246829,Love Story,Love Story,0,2011,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,126.0,2200000,136400000,0,0,10
tt2246901,Pacific,Pacific,0,2009,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,48.0,180000000,407602906,0,0,12
tt2247476,When the Game Stands Tall,When the Game Stands Tall,0,2014,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,15839.0,15000000,30127963,0,0,7
tt2247692,2016: Obama's America,2016: Obama's America,0,2012,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,10658.0,2500000,33400000,0,0,9
tt2248634,The Winter,O heimonas,0,2013,101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0,87.0,170000000,714766572,0,0,8
tt2249221,Zulu,Zulu,0,2013,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,18393.0,1720000,8000000,0,0,8
tt2251541,The Summit,The Summit,0,2012,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,45.0,1000000,243550,0,0,9
tt2254110,The Divide,The Divide,0,2015,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,194.0,3000000,22000,0,0,6
tt2254131,Shelter,Shelter,0,2015,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.9,521.0,500000,142666,0,0,6
tt2255934,Aiyyaa,Aiyyaa,0,2012,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1835.0,1200000,2500000,0,0,9
tt2255946,Shadows,Shadows,0,2012,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,8.0,150000000,245527149,0,0,9
tt2256867,The Last Movie,The Last Movie,0,2012,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,66.0,1000000,16500000,0,0,9
tt2258337,Eega,Eega,0,2012,145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.7,22730.0,5990000,19450000,0,0,9
tt2261439,Dealer,Dealer,0,2012,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,105.0,2500000,107559,0,0,9
tt2261633,Hitman,Hitman,0,2012,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,98.0,35000000,81967450,0,0,9
tt2262227,The Book of Life,The Book of Life,0,2014,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,68232.0,50000000,97437106,0,1,7
tt2262282,The Founder,Der Gründer,0,2012,108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,45.0,15000000,24121245,0,0,9
tt2263520,Ride Along,Ride Along,0,2012,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,20.0,40000000,124827316,0,0,9
tt2265088,Gold Fools,Gold Fools,0,2012,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,43.0,70000000,111231041,0,0,9
tt2265171,The Raid 2,Serbuan maut 2: Berandal,0,2014,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,119231.0,4500000,6566916,0,0,7
tt2267998,Gone Girl,Gone Girl,0,2014,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,918154.0,61000000,369330363,0,1,7
tt2268016,Magic Mike XXL,Magic Mike XXL,0,2015,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.6,54423.0,14800000,117813057,0,1,6
tt2270856,Charity,Charity,0,2012,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,11.0,8000000,20000000,0,0,9
tt2271777,Bowling,Bowling,0,2012,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,483.0,4000000,35564473,0,0,9
tt2273575,The Advocate,The Advocate,0,2013,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,178.0,57000000,152944660,0,0,8
tt2274358,The Meteor,Le météore,0,2013,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,231.0,20000000,8016708,0,0,8
tt2275519,Arabia,Arabia 3D,0,2011,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,141.0,15000000,69995385,0,0,10
tt2275661,Edge,Edge,0,2012,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,30.0,178000000,370541256,0,0,9
tt2275949,Silence,Silence,0,2012,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,220.0,20000000,22217407,0,0,9
tt2278120,No Joke,No Joke,0,2013,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,41.0,55000000,1074251311,0,0,8
tt2278388,The Grand Budapest Hotel,The Grand Budapest Hotel,0,2014,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,753433.0,30000000,174600318,1,1,7
tt2278871,Blue Is the Warmest Colour,La vie d'Adèle,0,2013,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,145627.0,4300000,10165694,0,0,8
tt2278988,Forgotten,Du hast es versprochen,0,2012,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,689.0,2800000,3600000,0,0,9
tt2279199,Off,Off,0,2015,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,70.0,80000000,245676146,0,0,6
tt2279339,Love the Coopers,Love the Coopers,0,2015,107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.8,22832.0,17000000,42426912,1,0,6
tt2279346,Trapped,Trapped,0,2014,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,84.0,30000000,13414416,0,0,7
tt2279373,The SpongeBob Movie: Sponge Out of Water,The SpongeBob Movie: Sponge Out of Water,0,2015,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,52727.0,74000000,311594032,0,0,6
tt2280964,Real,Riaru: Kanzen naru kubinagaryû no hi,0,2013,127,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.7,1047.0,110000000,299268508,0,0,8
tt2281002,Cult,Karuto,0,2013,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,745.0,6500000,2200000,0,0,8
tt2281587,Muppets Most Wanted,Muppets Most Wanted,0,2014,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,33436.0,50000000,80383290,0,0,7
tt2286560,Frankenstein,Frankenstein,0,2011,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,73.0,291000,12000000,0,0,10
tt2288141,Virgin,Virgin,0,2012,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,20.0,38000000,5410749,0,0,9
tt2290397,Alaska,Alaska,0,2015,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,2056.0,23000000,11829959,0,0,6
tt2290503,Poetic,Poetic,0,2012,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,41.0,14000000,27515786,0,0,9
tt2290968,R.I.P,R.I.P,0,2011,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,9.0,130000000,61648500,0,0,10
tt2292959,The Canyons,The Canyons,0,2013,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,11208.0,250000,56825,0,0,8
tt2293640,Minions,Minions,0,2015,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,223136.0,74000000,1156730962,0,0,6
tt2294449,22 Jump Street,22 Jump Street,0,2014,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,360475.0,50000000,188441614,0,0,7
tt2294459,A Christmas Carol,A Christmas Carol,0,2012,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,131.0,200000000,325286646,0,0,9
tt2294629,Frozen,Frozen,0,2013,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,595597.0,150000000,1274219009,0,0,8
tt2294677,In a World...,In a World...,0,2013,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,31647.0,1000000,2963902,0,0,8
tt2294679,Informant,Informant,0,2012,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,341.0,22000000,41771168,0,0,9
tt2294939,Waste Land,Waste Land,0,2014,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,296.0,1500000,187716,0,0,7
tt2295196,Hunting Elephants,Hunting Elephants,0,2013,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,1062.0,2300000,4500000,0,0,8
tt2295722,Falcon Rising,Falcon Rising,0,2014,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,8418.0,4500000,11774,0,0,7
tt2298224,Holy Ghost People,Holy Ghost People,0,2013,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,1065.0,2000000,120000,0,0,8
tt2298738,Miss Julie,Fröken Julie,0,2013,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,132.0,5500000,5000000,0,0,8
tt2300975,Jessabelle,Jessabelle,0,2014,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,23792.0,1000000,23456897,0,0,7
tt2301155,Shootout at Wadala,Shootout at Wadala,0,2013,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,6685.0,6900000,11000000,0,0,8
tt2301276,Nothing Left,Nothing Left,0,2012,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,61.0,3000000,1675381,0,0,9
tt2302755,Olympus Has Fallen,Olympus Has Fallen,0,2013,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,267289.0,70000000,161025640,1,1,8
tt2304771,Mandela: Long Walk to Freedom,Mandela: Long Walk to Freedom,0,2013,141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.1,27414.0,35000000,27333835,0,0,8
tt2304901,Sherlock Holmes,Sherlock Holmes,0,2011,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,61.0,90000000,524028679,0,0,10
tt2309260,The Gallows,The Gallows,0,2015,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,20150.0,100000,42664410,0,0,6
tt2309562,Ten,Ten,0,2013,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,41.0,150000000,430238384,0,0,8
tt2309961,Afflicted,Afflicted,0,2013,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,23018.0,318000,121179,0,0,8
tt2309987,Hate Story,Hate Story,0,2012,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,3574.0,2300000,4600000,0,0,9
tt2310332,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,0,2014,144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.4,498100.0,250000000,956019788,1,1,7
tt2312718,Homefront,Homefront,0,2013,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,116041.0,22000000,43058898,0,0,8
tt2316567,Dawn,Dawn,0,2014,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,59.0,65000000,44806783,0,0,7
tt2316761,Leap,Hyppy,0,2012,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,6.0,19000000,32686500,0,0,9
tt2316801,Beauty and the Beast,La belle et la bête,0,2014,112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.4,20480.0,25000000,424967620,0,0,7
tt2317225,The Machine,The Machine,0,2013,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,30847.0,1500000,314131,0,0,8
tt2317744,My Friend Bernard,Backkom-eui Mug-jan Yeo-haeng,0,2007,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,152.0,5900000,618400,0,0,14
tt2318579,The Siege,La toma,0,2011,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,24.0,70000000,116672912,0,0,10
tt2319142,Tower,Tower,0,2012,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,155.0,75000000,152930623,0,0,9
tt2319580,The Grand Seduction,The Grand Seduction,0,2013,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,16928.0,12700000,3430018,0,0,8
tt2321517,The Spy,Shpion,0,2012,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,1238.0,28000000,66166000,0,0,9
tt2321549,The Babadook,The Babadook,0,2014,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,210411.0,2000000,10312540,0,0,7
tt2321661,Truth or Dare,Zhen Xin Hua Da Mao Xian,0,2012,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,14.0,3500000,95330493,0,0,9
tt2322316,Until Sbornia Takes Us Apart,Até que a Sbórnia nos Separe,0,2013,93,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.8,309.0,981065,43559,0,0,8
tt2322355,To Heaven,Al cielo,0,2012,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,113.0,13800000,27100027,0,0,9
tt2322441,Fifty Shades of Grey,Fifty Shades of Grey,0,2015,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,308176.0,40000000,571006128,0,0,6
tt2322641,The Turning,The Turning,0,2013,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,1401.0,14000000,18472775,0,0,8
tt2322932,The Hunted,The Hunted,0,2015,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,81.0,55000000,34234008,0,0,6
tt2323810,Reunion,Itai: Asu e no tôka kan,0,2012,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,54.0,50000000,234989584,0,0,9
tt2324384,The Notebook,A nagy füzet,0,2013,112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,3060.0,29000000,115603229,0,0,8
tt2325719,Hellbound?,Hellbound?,0,2012,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,291.0,3000000,12090735,0,0,9
tt2325977,Strangerland,Strangerland,0,2015,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,9282.0,10000000,111107,0,0,6
tt2326107,Youth,Youth,0,2002,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,1420.0,13360000,2000000,0,0,19
tt2326554,A Girl Walks Home Alone at Night,A Girl Walks Home Alone at Night,0,2014,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,33884.0,1000000,395000,0,0,7
tt2327233,Broken,Broken,0,2014,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,46.0,56000000,34737199,0,0,7
tt2327253,Coyote,Coyote,0,2013,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,42.0,45000000,113916474,0,0,8
tt2328773,The Club,The (Dead Mothers) Club,0,2014,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,164.0,1000000,51525171,0,0,7
tt2328813,Hard to Be a God,Trudno byt bogom,0,2013,177,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.7,5541.0,7000000,1310673,0,0,8
tt2331143,"Like Father, Like Son",Soshite chichi ni naru,0,2013,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,23614.0,32000000,83615414,0,0,8
tt2332522,Leviathan,Leviathan,0,2012,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,3449.0,25000000,15704614,0,0,9
tt2333784,The Expendables 3,The Expendables 3,0,2014,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,176440.0,90000000,206172544,0,0,7
tt2333804,The Zero Theorem,The Zero Theorem,0,2013,107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1,46720.0,8500000,770706,1,1,8
tt2334649,Fruitvale Station,Fruitvale Station,0,2013,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,79059.0,900000,17549645,0,0,8
tt2334727,Lovely,Lovely,0,2012,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,164.0,65000000,93621340,0,0,9
tt2334873,Blue Jasmine,Blue Jasmine,0,2013,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,197810.0,18000000,99206215,1,1,8
tt2334879,White House Down,White House Down,0,2013,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,214402.0,150000000,205366737,1,0,8
tt2339172,The Four,The Four,0,2012,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,56.0,120000000,59522646,0,0,9
tt2339741,The Woman in Black 2: Angel of Death,The Woman in Black 2: Angel of Death,0,2014,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,27581.0,15000000,48854305,0,0,7
tt2343793,Third Person,Third Person,0,2013,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,27675.0,28000000,1749201,1,0,8
tt2345112,Parkland,Parkland,0,2013,93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.4,15795.0,10000000,1412181,1,0,8
tt2345561,Grandmaster,Grandmaster,0,2012,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,2090.0,3860000,64076736,0,0,9
tt2345737,The Rover,The Rover,0,2014,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,46681.0,12250000,2295423,0,0,7
tt2347134,Unforgiven,Yurusarezaru mono,0,2013,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,2514.0,14400000,159157447,0,0,8
tt2349910,Again,"Yurusenai, aitai",0,2013,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,27.0,20000000,136267476,0,0,8
tt2350496,The Lunchbox,The Lunchbox,0,2013,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,53728.0,3400000,17240000,0,0,8
tt2350608,Revolution,Revolution,0,2012,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,425.0,33000000,140470746,0,0,9
tt2350894,Countdown,Countdown,0,2004,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,8.0,6500000,48021766,0,0,17
tt2352196,Thank You for Your Service,Thank You for Your Service,0,2015,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,113.0,20000000,9438370,0,0,6
tt2353867,Bully,Bully,0,2012,112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.3,16.0,50000000,55181129,0,0,9
tt2353965,Frequency,Distraction,0,2012,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,22.0,31000000,68106245,0,0,9
tt2355495,Barefoot,Barefoot,0,2014,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,24000.0,6000000,15071,0,0,7
tt2355791,Ruthless Man,Polladhavan,0,2007,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,1960.0,1600000,7600000,0,0,14
tt2357129,Jobs,Jobs,0,2013,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,96349.0,12000000,35931410,0,0,8
tt2357291,Rio 2,Rio 2,0,2014,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,85601.0,103000000,500188435,0,0,7
tt2357377,The Berlin File,Bereullin,0,2013,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,6947.0,9000000,48965210,0,0,8
tt2358925,Unfinished Business,Unfinished Business,0,2015,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,33097.0,35000000,14431253,0,0,6
tt2359002,Daylight,Daglicht,0,2013,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,3939.0,80000000,159212469,0,0,8
tt2359024,Blue Ruin,Blue Ruin,0,2013,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,71164.0,420000,993313,0,0,8
tt2359810,Raanjhanaa,Raanjhanaa,0,2013,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,31054.0,6400000,1171761,0,0,8
tt2361509,The Intern,The Intern,0,2015,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,238675.0,35000000,194564672,1,0,6
tt2362036,Daylight,Daylight,0,2013,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,491.0,80000000,159212469,0,0,8
tt2363213,Ragnarok,Gåten Ragnarok,0,2013,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.9,8095.0,180000000,853977126,0,0,8
tt2363439,The Frozen,The Frozen,0,2012,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1746.0,27220000,5496951,0,0,9
tt2363471,The Summit,The Summit,0,2012,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,4827.0,1000000,243550,0,0,9
tt2364841,Runner Runner,Runner Runner,0,2013,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,62277.0,30000000,62616646,1,0,8
tt2365001,Immigrant,Immigrant,0,2013,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,98.0,16000000,5867686,0,0,8
tt2365416,Homecoming,Homecoming,0,2012,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,41.0,175000000,880166924,0,0,9
tt2366608,Lost River,Lost River,0,2014,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.8,17814.0,2000000,45431,0,0,7
tt2366610,Guardians,Guardians,0,2013,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,6.0,145000000,306941670,0,0,8
tt2368672,Minuscule: Valley of the Lost Ants,Minuscule: La vallée des fourmis perdues,0,2013,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,8093.0,19700000,30000000,0,0,8
tt2369135,Need for Speed,Need for Speed,0,2014,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,167235.0,66000000,203277636,0,0,7
tt2370244,Action,Action,0,2013,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,95.0,19000000,5059608,0,0,8
tt2371399,Moomins on the Riviera,Muumit Rivieralla,0,2014,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,1308.0,4700000,2200510,0,0,7
tt2371486,A Company Man,Hoi-sa-won,0,2012,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,5688.0,3500000,7339398,0,0,9
tt2372222,Kick,Kick,0,2014,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,28089.0,28000000,96188903,0,0,7
tt2373264,Clone,Clone,0,2002,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,8.0,8500000,68282844,0,0,19
tt2375605,The Act of Killing,The Act of Killing,0,2012,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,36909.0,1000000,444575,0,0,9
tt2376726,Blood First,Blood First,0,2014,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,99.0,15000000,125212904,0,0,7
tt2377322,Deliver Us from Evil,Deliver Us from Evil,0,2014,118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.2,74712.0,30000000,87937815,0,0,7
tt2377414,Beyond,Beyond,0,2014,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,991.0,185000000,343471816,0,0,7
tt2377938,Special 26,Special Chabbis,0,2013,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,54147.0,7100000,18000000,0,0,8
tt2378453,Avenged,Savaged,0,2013,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.5,3744.0,220000000,1518815515,0,0,8
tt2379450,Eagles,Eagles,0,2012,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,55.0,40000000,93151591,0,0,9
tt2379653,3,3,0,2012,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,128.0,258000000,890871626,0,0,9
tt2379713,Spectre,Spectre,0,2015,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,415981.0,245000000,880674609,1,1,6
tt2380778,The Devil Made Me Do It,The Devil Made Me Do It,0,2012,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,28.0,39000000,199166992,0,0,9
tt2381111,Brooklyn,Brooklyn,0,2015,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,137315.0,26000000,18377736,0,0,6
tt2381249,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,0,2015,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,356639.0,150000000,682330139,1,1,6
