tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,Adult,Animation,Fantasy,Game-Show,History,Music,Musical,News,Reality-TV,Sci-Fi,Short,Sport,Talk-Show,War,Western,averageRating,numVotes,budget,revenue,isTopActor,isTopDirector
tt0294870,Rent,Rent,0,2005,135,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.9,50404.0,40000000,31670620,True,True
tt0295178,Austin Powers in Goldmember,Austin Powers in Goldmember,0,2002,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,203052.0,63000000,296655431,True,True
tt0295254,Feardotcom,Feardotcom,0,2002,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,21137.0,40000000,18902015,True,False
tt0295289,A Guy Thing,A Guy Thing,0,2003,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,17155.0,20000000,17432163,True,False
tt0295297,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,0,2002,161,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.4,587844.0,100000000,876688482,True,True
tt0295427,The Master of Disguise,The Master of Disguise,0,2002,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,24535.0,16000000,43411001,True,False
tt0295538,Promised Land,Promised Land,0,2002,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,268.0,15000000,8138788,False,False
tt0295581,Savages,Salvajes,0,2001,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,158.0,45000000,82966152,True,False
tt0295721,Taxi 3,Taxi 3,0,2003,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,41703.0,14500000,65497208,False,True
tt0295743,Friday Night,Vendredi soir,0,2002,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,1951.0,30000000,61255921,False,True
tt0296166,Real Women Have Curves,Real Women Have Curves,0,2002,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,7369.0,3000000,7700000,False,False
tt0296572,The Chronicles of Riddick,The Chronicles of Riddick,0,2004,119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.7,221398.0,105000000,115772733,True,False
tt0296574,Company,Company,0,2002,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,15116.0,70000000,65977295,True,True
tt0297037,Brown Sugar,Brown Sugar,0,2002,109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.6,9128.0,8000000,27362712,True,False
tt0297144,Ghosts of the Abyss,Ghosts of the Abyss,0,2003,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,5296.0,13000000,17040871,True,True
tt0297162,Half Past Dead,Half Past Dead,0,2002,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,15349.0,25000000,19233280,False,False
tt0297181,I Spy,I Spy,0,2002,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,50709.0,70000000,51386477,True,False
tt0297213,The Rage,Furia,0,2002,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,1103.0,21000000,17762705,False,False
tt0297247,Labyrinth,Lavirint,0,2002,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,2103.0,25000000,12729917,False,False
tt0297284,Mindhunters,Mindhunters,0,2004,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,59683.0,27000000,21148829,True,True
tt0297741,Argo,Argo,0,2004,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,3753.0,44500000,232325503,False,False
tt0297884,Far from Heaven,Far from Heaven,0,2002,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,45602.0,13500000,29027914,True,True
tt0297928,The Treatment,Gua sha,0,2001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,300.0,900000,82701,False,False
tt0298130,The Ring,The Ring,0,2002,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,335676.0,48000000,249348933,True,True
tt0298144,The Secret,The Secret,0,2001,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,28.0,81000000,414351546,False,False
tt0298148,Shrek 2,Shrek 2,0,2004,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,439451.0,150000000,928760770,True,False
tt0298203,8 Mile,8 Mile,0,2002,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.1,268080.0,41000000,242875078,True,True
tt0298228,Whale Rider,Whale Rider,0,2002,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,41871.0,8000000,41400000,True,True
tt0298491,The Invisible,Den osynlige,0,2002,101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.4,3118.0,7000000,130234661,True,False
tt0298504,Undertaking Betty,Plots with a View,0,2002,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,4890.0,8000000,1868949,True,False
tt0298744,Auto Focus,Auto Focus,0,2002,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,13726.0,7000000,2062066,True,True
tt0298814,The Core,The Core,0,2003,135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.5,96817.0,60000000,74208267,True,True
tt0299172,Home on the Range,Home on the Range,0,2004,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,22033.0,110000000,103951461,True,False
tt0299458,All the Real Girls,All the Real Girls,0,2003,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,10599.0,2500000,548712,True,True
tt0299547,Black and White,Black and White,0,2002,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,730.0,10000000,5241315,True,False
tt0299658,Chicago,Chicago,0,2002,113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.2,223202.0,45000000,306776732,True,True
tt0299930,Gigli,Gigli,0,2003,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,48240.0,54000000,7266209,True,True
tt0299977,Hero,Ying xiong,0,2002,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,178199.0,165000000,657827828,True,True
tt0300051,Jersey Girl,Jersey Girl,0,2004,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,65027.0,35000000,35492921,True,True
tt0300140,Lilya 4-Ever,Lilja 4-ever,0,2002,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,44486.0,4600000,1007747,True,True
tt0300471,Shanghai Knights,Shanghai Knights,0,2003,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,103720.0,50000000,88323487,True,True
tt0300532,Blue Crush,Blue Crush,0,2002,104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.7,30958.0,25000000,51842679,True,False
tt0300556,Timeline,Timeline,0,2003,116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.7,62118.0,80000000,43935763,True,True
tt0301357,Good Bye Lenin!,Good Bye Lenin!,0,2003,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,142463.0,4800000,79384880,True,True
tt0301470,Jeepers Creepers 2,Jeepers Creepers 2,0,2003,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,62366.0,17000000,63102666,False,False
tt0301527,Playing with Fire,Laro sa baga,0,2000,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,46.0,29900000,44400000,False,False
tt0301727,Winged Migration,Le peuple migrateur,0,2001,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,11811.0,35866397,20217080,False,False
tt0301978,Ten,Dah,0,2002,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7515.0,150000000,430238384,False,True
tt0302886,Old School,Old School,0,2003,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,223715.0,24000000,87135520,True,True
tt0303021,Second Name,El segundo nombre,0,2002,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1234.0,2500000,1044665,False,True
tt0303353,The Kid Stays in the Picture,The Kid Stays in the Picture,0,2002,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,7268.0,40000,1434436,False,False
tt0303361,May,May,0,2002,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,36039.0,500000,150277,True,False
tt0303714,Barbershop,Barbershop,0,2002,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,30671.0,12000000,77063924,True,True
tt0303858,The Collector,Le collectionneur,0,2002,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,618.0,3400000,114000000,False,False
tt0303933,Drumline,Drumline,0,2002,118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.9,34168.0,20000000,57588485,True,False
tt0304091,Suicide,"Glowing, Growing",0,2001,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,25.0,180000000,167381210,False,False
tt0304141,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,0,2004,142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.9,585996.0,130000000,789804554,True,True
tt0304229,Japanese Story,Japanese Story,0,2003,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,6432.0,5740000,4098613,True,False
tt0304328,Levity,Levity,0,2003,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,6416.0,7500000,209151,True,True
tt0304669,The Santa Clause 2,The Santa Clause 2,0,2002,104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.7,53397.0,65000000,172842355,True,False
tt0304711,The Order,The Order,0,2003,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,17409.0,150000000,938212738,True,True
tt0305224,Anger Management,Anger Management,0,2003,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,209816.0,75000000,195745823,True,True
tt0305357,Charlie's Angels: Full Throttle,Charlie's Angels: Full Throttle,0,2003,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,125417.0,120000000,259175788,True,False
tt0305669,Bringing Down the House,Bringing Down the House,0,2003,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,36014.0,20000000,132675402,True,False
tt0305711,Just Married,Just Married,0,2003,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,69696.0,18000000,101564935,True,False
tt0306047,Scary Movie 3,Scary Movie 3,0,2003,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,143061.0,48000000,220673217,True,True
tt0306188,Chances Are,Vat Doi Sao Doi,0,2001,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,42.0,16000000,16300000,False,False
tt0306230,Whiplash,Whiplash,0,2002,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,25.0,3300000,13092000,True,False
tt0306685,Cradle 2 the Grave,Cradle 2 the Grave,0,2003,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,44140.0,25000000,56489558,True,False
tt0306841,The Lizzie McGuire Movie,The Lizzie McGuire Movie,0,2003,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,38588.0,17000000,55534455,False,False
tt0307453,Shark Tale,Shark Tale,0,2004,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,175248.0,75000000,367275019,True,True
tt0307479,Solaris,Solaris,0,2002,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,81088.0,47000000,30002758,True,True
tt0307538,Swing,Swing,0,2002,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.2,1022.0,21000000,17600000,False,False
tt0307901,25th Hour,25th Hour,0,2002,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,175283.0,5000000,24000000,True,True
tt0307987,Bad Santa,Bad Santa,0,2003,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,138547.0,23000000,76488889,True,True
tt0308208,Ballistic: Ecks vs. Sever,Ballistic: Ecks vs. Sever,0,2002,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,19849.0,70000000,19924033,True,False
tt0308353,Happily N'Ever After,Happily N'Ever After,0,2006,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,10548.0,47000000,38085778,True,False
tt0308379,Dark Water,Honogurai mizu no soko kara,0,2002,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,31533.0,30000000,49483352,False,True
tt0308644,Finding Neverland,Finding Neverland,0,2004,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,202911.0,25000000,116766556,True,True
tt0308772,Pure,Pure,0,2002,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,2640.0,17010000,24941969,True,False
tt0308977,Thelma,Thelma,0,2001,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,46.0,16000000,45361000,False,False
tt0309377,Blood Work,Blood Work,0,2002,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,44005.0,50000000,31794718,True,True
tt0309390,Bridget,Bridget,0,2002,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,291.0,25000000,281929795,True,False
tt0309530,Down with Love,Down with Love,0,2003,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,40755.0,35000000,20298207,True,True
tt0309593,Final Destination 2,Final Destination 2,0,2003,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,160079.0,26000000,90941129,True,True
tt0309698,Identity,Identity,0,2003,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,237159.0,35000000,173965010,True,True
tt0309820,Luther,Luther,0,2003,123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.6,15159.0,30000000,29413900,True,False
tt0309987,The Dreamers,The Dreamers,0,2003,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,116930.0,15000000,15121165,True,True
tt0310281,A Mighty Wind,A Mighty Wind,0,2003,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.2,27298.0,6000000,18750246,True,True
tt0310357,Willard,Willard,0,2003,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,19299.0,22000000,8564586,True,False
tt0310775,Sympathy for Mr. Vengeance,Boksuneun naui geot,0,2002,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,66222.0,4000000,1954937,True,True
tt0310790,The Living Forest,El bosque animado,0,2001,83,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.3,595.0,3747230,1951816,False,False
tt0310793,Bowling for Columbine,Bowling for Columbine,0,2002,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,142533.0,4000000,35564473,True,True
tt0310910,Confidence,Confidence,0,2003,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,33930.0,15000000,23014206,True,True
tt0311113,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,0,2003,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,212766.0,150000000,212011111,True,True
tt0311356,War and Peace,Jang Aur Aman,0,2002,172,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0,134.0,6000000,12500000,False,False
tt0311429,The League of Extraordinary Gentlemen,The League of Extraordinary Gentlemen,0,2003,110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.8,172787.0,78000000,179265204,True,False
tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit,The Curse of the Were-Rabbit,0,2005,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,130817.0,30000000,192610372,True,True
tt0312329,Against the Ropes,Against the Ropes,0,2004,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,7052.0,39000000,6432551,True,False
tt0312493,Eve,Eve,0,2002,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.8,171.0,56000000,142044638,False,False
tt0312528,The Cat in the Hat,The Cat in the Hat,0,2003,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,80211.0,109000000,133818283,True,False
tt0312549,Veronica Guerin,Veronica Guerin,0,2003,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,19981.0,17000000,9439660,True,True
tt0312700,The Foreigner,The Foreigner,0,2003,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,6764.0,35000000,145374099,False,False
tt0313088,Jackson,Jackson,0,2008,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,55.0,95000000,226497209,False,False
tt0313166,Act as If,Act as If,0,2002,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,11.0,5000000,86362372,False,False
tt0313443,Out of Time,Out of Time,0,2003,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,59345.0,50000000,55495563,True,True
tt0313503,Punch,Punch,0,2002,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,404.0,82000000,89792502,False,False
tt0313542,Runaway Jury,Runaway Jury,0,2003,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,95005.0,60000000,80154140,True,True
tt0313737,Two Weeks Notice,Two Weeks Notice,0,2002,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,114062.0,60000000,199043242,True,False
tt0313911,Agent Cody Banks,Agent Cody Banks,0,2003,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,34200.0,28000000,58795814,False,False
tt0314080,For Real,For Real,0,2003,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,64.0,12000000,101332962,False,False
tt0314111,Godzilla Against MechaGodzilla,Gojira X Mekagojira,0,2002,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.7,4518.0,8500000,16000000,False,False
tt0314331,Love Actually,Love Actually,0,2003,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,450208.0,40000000,244931766,True,True
tt0314353,Tears of the Sun,Tears of the Sun,0,2003,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,118369.0,75000000,86468162,True,True
tt0314431,Hope Springs,Hope Springs,0,2003,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,6927.0,30000000,114281051,True,True
tt0314676,The Singing Detective,The Singing Detective,0,2003,109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.5,8519.0,8000000,337174,True,True
tt0314734,Sucker Punch,Sucker Punch,0,2003,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,155.0,82000000,89792502,False,False
tt0314942,The Revenge,Zemsta,0,2002,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,1525.0,23000000,51881013,True,True
tt0315297,Twisted,Twisted,0,2004,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,21470.0,50000000,40954603,True,True
tt0315327,Bruce Almighty,Bruce Almighty,0,2003,101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8,386353.0,80000000,484592874,True,False
tt0315431,Constellation,Constellation,0,2005,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,659.0,7200000,23006533,True,False
tt0315600,Flowers,Flowers,0,2002,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,80.0,10000000,46720491,True,False
tt0315642,Wazir,Wazir,0,2016,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,18426.0,5200000,9200000,False,True
tt0315733,21 Grams,21 Grams,0,2003,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,231548.0,20000000,60427839,True,True
tt0315824,The Big Bounce,The Big Bounce,0,2004,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,18112.0,50000000,6808550,True,True
tt0315983,House of Sand and Fog,House of Sand and Fog,0,2003,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,67213.0,16500000,16942795,True,True
tt0316062,Johnny,Johnny,0,2003,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,1087.0,45000000,160078586,False,False
tt0316160,Last Dance,Last Dance,0,2002,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,40.0,13000000,131706809,False,False
tt0316188,Raising Victor Vargas,Raising Victor Vargas,0,2002,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,5480.0,800000,2816116,False,False
tt0316234,Slave,Slave,0,2003,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,44.0,20000000,187000000,False,False
tt0316356,Open Range,Open Range,0,2003,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,70227.0,22000000,68296293,True,True
tt0316396,Peter Pan,Peter Pan,0,2003,113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8,70028.0,4000000,87404651,True,True
tt0316465,Radio,Radio,0,2003,109,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.9,39449.0,35000000,53293628,True,True
tt0316654,Spider-Man 2,Spider-Man 2,0,2004,127,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,581900.0,200000000,708962323,True,True
tt0316732,Taxi,Taxi,0,2004,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,41543.0,1300000,28570902,True,True
tt0316763,Thunderstruck,Thunderstruck,0,2004,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.2,917.0,587211,587211,False,False
tt0317132,Because of Winn-Dixie,Because of Winn-Dixie,0,2005,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,11219.0,14000000,32645546,True,True
tt0317198,Bridget Jones: The Edge of Reason,Bridget Jones: The Edge of Reason,0,2004,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,110974.0,40000000,262500000,True,True
tt0317219,Cars,Cars,0,2006,117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,391055.0,120000000,461983149,True,True
tt0317248,City of God,Cidade de Deus,0,2002,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,726110.0,3300000,30641770,False,True
tt0317303,Daddy Day Care,Daddy Day Care,0,2003,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,66528.0,60000000,164433867,True,False
tt0317648,Hidalgo,Hidalgo,0,2004,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,79944.0,100000000,108103450,True,False
tt0317676,House of the Dead,House of the Dead,0,2003,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,36889.0,7000000,13818181,False,False
tt0317705,The Incredibles,The Incredibles,0,2004,115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,685711.0,92000000,631442092,True,True
tt0317740,The Italian Job,The Italian Job,0,2003,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,355022.0,60000000,176070171,True,True
tt0317919,Mission: Impossible III,Mission: Impossible III,0,2006,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,342633.0,150000000,397850012,True,True
tt0318081,A Sound of Thunder,A Sound of Thunder,0,2005,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,19430.0,80000000,11665465,True,True
tt0318155,Looney Tunes: Back in Action,Looney Tunes: Back in Action,0,2003,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,36198.0,80000000,68514844,True,True
tt0318283,Alex & Emma,Alex & Emma,0,2003,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,13275.0,30000000,15368897,True,True
tt0318627,Resident Evil: Apocalypse,Resident Evil: Apocalypse,0,2004,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,192909.0,45000000,129394835,True,False
tt0318773,Tristan,Tristan,0,2003,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,270.0,31000000,28000000,False,False
tt0318949,By the Sea,By the Sea,0,2002,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,42.0,9000000,78988148,False,False
tt0318974,The Alamo,The Alamo,0,2004,137,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.0,20623.0,145000000,25819961,True,True
tt0319061,Big Fish,Big Fish,0,2003,125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0,429144.0,70000000,123218424,True,True
tt0319262,The Day After Tomorrow,The Day After Tomorrow,0,2004,124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.4,431732.0,125000000,544272402,True,True
tt0319343,Elf,Elf,0,2003,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,240967.0,32000000,173398518,True,True
tt0319470,The Guys,The Guys,0,2002,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,1334.0,100000000,170432927,True,False
tt0319736,The Legend of Bhagat Singh,The Legend of Bhagat Singh,0,2002,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,15784.0,3000000,6000000,False,True
tt0319767,Luck,Luck,0,2003,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,436.0,25000000,59192128,True,True
tt0319803,Man of the Year,Man of the Year,0,2002,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,223.0,20000000,42472472,False,False
tt0320159,All the Way,The Night We Called It a Day,0,2003,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,937.0,60000000,129832389,True,True
tt0320244,Party Monster,Party Monster,0,2003,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,15747.0,5000000,742898,True,False
tt0320626,Through the Looking Glass,Through the Looking Glass,0,2006,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,65.0,170000000,299457024,False,False
tt0320661,Kingdom of Heaven,Kingdom of Heaven,0,2005,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,277239.0,130000000,218122627,True,True
tt0320691,Underworld,Underworld,0,2003,121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0,261956.0,70000000,160112671,True,False
tt0320751,Warrior,Warrior,0,2002,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.4,220.0,25000000,23057115,False,False
tt0321626,Centipede!,Centipede!,0,2004,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,412.0,2011799,252207,False,False
tt0321858,30 Days,30 Days,0,2006,93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.5,180.0,30000000,75505973,True,False
tt0322259,2 Fast 2 Furious,2 Fast 2 Furious,0,2003,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,264393.0,76000000,236350661,True,True
tt0322298,The Bottom of the Sea,El fondo del mar,0,2003,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,1272.0,1580000,7000000,False,True
tt0322330,Freaky Friday,Freaky Friday,0,2003,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.2,132298.0,26000000,160846332,True,True
tt0322423,Louder Than Bombs,Glosniej od bomb,0,2001,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,315.0,11000000,161789,False,False
tt0322802,Jackass: The Movie,Jackass: The Movie,0,2002,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,86727.0,5000000,64282312,False,True
tt0322824,Japón,Japón,0,2002,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,3552.0,8250378,3262957,False,True
tt0323013,Lakshya,Lakshya,0,2004,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,22474.0,4500000,4600000,False,True
